c g $max_lat $min_lat $max_lon $min_lon $center_lat $center_lon
c p #nodes #edges
f 7.281625 51.3348639 7.2814846 51.3347908 7.2814373 51.3347709 7.2813706 51.3347429 7.2812399 51.3346869 7.2810061 51.3345937 7.280785 51.3345184 7.2806026 51.3344652 7.2805654 51.3344543 7.2800619 51.3343061 7.280042 51.3343004 7.2793651 51.3341022 7.2790825 51.334019 7.278948 51.3339807 7.2789258 51.3339735 7.2782089 51.3337631 7.2781504 51.3337457 7.2773202 51.333501 7.277108 51.3334389 7.2769789 51.3334012 7.2767849 51.3333452 7.2763399 51.3332141 7.2761625 51.3331628 7.2755225 51.3329756 7.275252 51.3328953 7.2750759 51.3328433 7.2744171 51.3326462 7.2742828 51.3326027 7.2741805 51.3325637 7.2740713 51.3325231 7.2738574 51.3324358 7.2737889 51.3324082 7.2736119 51.3323375 7.2734416 51.3322657 7.2729821 51.3320655 7.2729426 51.3320498 7.272643 51.3319208 7.2719823 51.3316301 7.2718612 51.3315777 7.2717121 51.3315119 7.2714116 51.3313818 7.2709686 51.3311901 7.2706178 51.3310359 7.2705483 51.3310045 7.2702514 51.3308768 7.2695969 51.3305934 7.2685893 51.3301595 7.2678168 51.3298241 7.2669074 51.3294354 7.2668193 51.3293967 7.2665939 51.3293063 7.2664122 51.3292281 7.2662342 51.3291512 7.2658142 51.3289613 7.265337 51.3287467 7.2651173 51.3286427 7.2648007 51.3285013 7.2638263 51.3280796 7.2630381 51.3277384 7.2625075 51.3275071 7.2620188 51.3272932 7.2618675 51.3272175 7.2617141 51.3271252 7.2615921 51.3270461 7.2614839 51.3269569 7.2613564 51.326835 7.2612459 51.326685 7.2611787 51.3265662 7.2611294 51.3264472 7.2610807 51.3261602 7.2610825 51.3261189 7.2611242 51.3259279 7.2612891 51.3255849 7.2614501 51.3253706 7.2616034 51.3251638 7.2617284 51.3250114 7.2617447 51.3249915 7.2618154 51.3248897 7.2618572 51.3248223 7.2618698 51.324802 7.2618959 51.3247647 7.2619794 51.3246073 7.2620531 51.3243991 7.262093 51.3241948 7.2620885 51.3240214 7.2620567 51.3238243 7.2619871 51.323624 7.2618789 51.3234274 7.2617025 51.3231863 7.2615026 51.3229775 7.2612712 51.3227767 7.2609879 51.3225627 7.2606678 51.322359 7.2604788 51.3222449 7.2603863 51.3221865
g secondary
e 33256935 300849966 298.482
f 7.281625 51.3348639 7.2817184 51.334777 7.2817415 51.3347106 7.2817529 51.3346794 7.2818069 51.3344749 7.2818678 51.3342516 7.2819009 51.3341386 7.2819428 51.3339549 7.2819804 51.3338211 7.2821008 51.3333461 7.282124 51.3332556 7.2821766 51.3330605 7.2822127 51.3329052 7.2823178 51.3324944 7.2823649 51.3323089
g secondary
e 33394875 344492079 291.811
f 7.3645781 51.4878906 7.3643802 51.4879026 7.3640021 51.4879281 7.3637935 51.4879415 7.3636856 51.4879486 7.3635808 51.4879555 7.3633646 51.4879447 7.3631724 51.4879092 7.3629961 51.4878506 7.362812 51.4877604 7.3626967 51.4876576 7.3625831 51.4875375 7.3625543 51.4875056 7.3623711 51.4873147 7.3621922 51.4871142 7.3620184 51.4869687 7.3619558 51.4869262 7.3617272 51.4867786 7.3616484 51.4867306 7.3615131 51.4866505 7.3614936 51.4866403
g
e 33394875 302898926 178.71599999999998
f 7.3645781 51.4878906 7.3645936 51.4880241 7.3646575 51.4883942 7.3646826 51.4885392 7.3646999 51.4886822 7.3647148 51.4887728 7.3647322 51.4888999 7.3647359 51.4889737 7.3647332 51.4890377 7.3647321 51.4890638 7.3647303 51.4891058 7.3647264 51.4891966 7.3647222 51.4892589 7.3647171 51.489336
g
e 33406036 3285367844 336.3210000000001
f 7.3822833 51.3834195 7.3819911 51.383948 7.3818506 51.384161 7.3816435 51.3844141 7.3814728 51.3846106 7.3812911 51.3847905 7.381189 51.3848893 7.381015 51.385021 7.3808038 51.3851359 7.3805331 51.3852688 7.3803619 51.3853412 7.3801133 51.385442 7.379925 51.3855173 7.3797305 51.3856047 7.3796841 51.3855747 7.3796259 51.3855349
g
e 33406036 4442001274 649.791
f 7.3822833 51.3834195 7.3823674 51.3831896 7.382398 51.3830883 7.3824161 51.3829781 7.382434 51.3828419 7.3824461 51.3826917 7.3824471 51.3824794 7.3824207 51.3822568 7.3823762 51.3820771 7.3822805 51.3817952 7.3821518 51.3815535 7.3819715 51.3812631 7.3818766 51.3811273 7.3816297 51.3807739 7.3813782 51.3804058 7.3813106 51.3802832 7.3812444 51.3801139 7.3812201 51.3800518 7.3811689 51.379845 7.3810643 51.3794334 7.3810179 51.3792178 7.3809809 51.3790461 7.3809774 51.378864 7.3810001 51.3787037 7.3810388 51.3785686 7.3810754 51.3784484 7.3812559 51.3778839
g
e 33706538 1697684278 184.089
f 7.4299423 51.4051348 7.4299395 51.4050558 7.4299375 51.4049989 7.4298374 51.4048668 7.4297709 51.4047861 7.429833 51.4047237 7.4298562 51.4046553 7.4297543 51.4039628 7.4297213 51.4037871
g
e 33712095 1620966941 10.699
f
g
e 33712095 189053686 404.18999999999994
f 7.3697205 51.37156 7.3697904 51.3715532 7.3699453 51.3715358 7.370016 51.3715302 7.3700721 51.3715269 7.3704227 51.3715061 7.3704805 51.3715022 7.3707258 51.3714854 7.3708719 51.3714727 7.3710695 51.3714539 7.3712304 51.3714434 7.3713846 51.3714383 7.3717516 51.3714436 7.3721992 51.3714957 7.3725737 51.3715557 7.3726101 51.3715625 7.3729804 51.3716664 7.3733653 51.3717911 7.3735897 51.3718645 7.3742905 51.3721066 7.3749096 51.3723045 7.3750582 51.3723451
g
e 33712096 269727183 10.033999999999999
f 7.3843135 51.3848894 7.3843228 51.3848577
g unclassified
e 33712096 2389906080 21.612000000000002
f 7.3843135 51.3848894 7.3844252 51.3849211
g secondary
e 33777290 304823009 436.182
f 7.3788597 51.4811389 7.3788059 51.4809652 7.3787825 51.4808931 7.3787488 51.4807856 7.3787124 51.4806699 7.3786877 51.4805915 7.3786204 51.4804117 7.3785694 51.4802755 7.3784906 51.4801126 7.3784507 51.4800302 7.3784029 51.4799723 7.3783675 51.4799327 7.3781037 51.4796491 7.3779895 51.4795114 7.37787 51.4793376 7.3777956 51.4791981 7.377722 51.4791027 7.3776178 51.4790151 7.3774259 51.4788999 7.3770977 51.4788021 7.3768341 51.4787488 7.3765948 51.4787203 7.3759486 51.4786867 7.3755062 51.4786582
g compacted track track
e 33777290 33777299 288.755
f 7.3788597 51.4811389 7.378856 51.48122 7.3790045 51.4818559 7.3790614 51.4822405 7.379052 51.4827578 7.3789901 51.483377
g
e 33777290 269510202 468.40799999999996
f 7.3788597 51.4811389 7.3800005 51.4810847 7.3803837 51.4810686 7.3839028 51.4809238 7.3840891 51.4809162 7.3845841 51.4809024 7.3847192 51.480898
g
e 33777299 304822974 654.9919999999998
f 7.3789653 51.4837258 7.3782077 51.4837264 7.3774965 51.4837565 7.3768606 51.4838032 7.3763991 51.4838563 7.3763214 51.4838662 7.3762784 51.4838725 7.3762825 51.4838086 7.3763009 51.4837553 7.3763641 51.483476 7.3764475 51.4832472 7.3765186 51.4830981 7.3766477 51.4829462 7.3767772 51.4828056 7.3769921 51.4825437 7.3770324 51.4824698 7.3768946 51.4820462 7.3768389 51.4817895 7.3767631 51.4814989 7.37669 51.4812398 7.376609 51.4810212 7.3765643 51.4809198 7.376494 51.4808195 7.3763102 51.4806529 7.3761136 51.4805162 7.3760385 51.4804549 7.3758739 51.480329 7.3756162 51.4800256
g compacted track track
e 33777299 33777305 421.98900000000003
f 7.3789653 51.4837258 7.3806054 51.4837468 7.3809938 51.4837461 7.3818266 51.4837444 7.38211 51.4837439 7.3830403 51.4836289 7.383372 51.4836031 7.3839292 51.4835649 7.3842072 51.4835522 7.3844823 51.4835429 7.3847622 51.4835419
g
e 33777305 130117543 1948.8180000000007
f 7.3850338 51.4835433 7.3850346 51.4835115 7.3850346 51.4834796 7.3850383 51.482983 7.3850264 51.4829426 7.3848697 51.4824037 7.3850074 51.4823849 7.3852313 51.4823632 7.3857691 51.4823692 7.3858363 51.4823685 7.386498 51.4823821 7.3864835 51.4829226 7.3864685 51.4832216 7.3865461 51.483229 7.3866112 51.483265 7.3871149 51.4836927 7.3872083 51.4837639 7.3872707 51.4838116 7.3874038 51.4839037 7.3874223 51.4839163 7.3874734 51.4839497 7.3875217 51.4839845 7.387807 51.4841899 7.3880944 51.4844075 7.3881924 51.4844844 7.3884709 51.4847299 7.3893899 51.4855113 7.3895891 51.4856842 7.3900823 51.486112 7.3906991 51.486637 7.3907986 51.4867247 7.3909414 51.486858 7.3911355 51.4870153 7.3912402 51.4871001 7.3918912 51.4876549 7.3922755 51.4879711 7.392662 51.4883093 7.3928038 51.4884579 7.392897 51.4886174 7.3930695 51.48895 7.3934607 51.4898096 7.393593 51.4901002 7.3937654 51.4903388 7.3938672 51.4903113 7.3950621 51.4899892 7.3958684 51.489758 7.3962278 51.489655 7.3963742 51.489776 7.3967431 51.4902743 7.3970277 51.4906484 7.3970966 51.4906995 7.3971957 51.4907254 7.3972618 51.4907385 7.3973434 51.4907353 7.3974137 51.4907251 7.3974647 51.4907177 7.3975815 51.4906898 7.3976814 51.4906853 7.3977605 51.4906948 7.3978249 51.4907107 7.3983778 51.4909398 7.3986728 51.49107 7.3988458 51.4911744 7.3989437 51.4911443 7.3991627 51.4911228 7.3992762 51.491143 7.3994035 51.4911791 7.3996046 51.4912122 7.3998546 51.4912303 7.4003433 51.4911725 7.40054 51.4911611 7.4013899 51.49105 7.401612 51.4910397
g gravel compacted unclassified path footway
e 33815494 672996977 98.021
f 7.467844 51.4314456 7.4679926 51.4313654 7.468074 51.4313215 7.4682929 51.4311785 7.4684133 51.4311244 7.468508 51.4311058 7.4685847 51.4311006 7.4686867 51.4311145 7.4687455 51.4311396 7.4688479 51.4312111
g
e 33815494 672996963 42.041000000000004
f 7.467844 51.4314456 7.4677966 51.4315067 7.4677523 51.4315458 7.4676861 51.4315896 7.4676195 51.4316512 7.4675678 51.4317288
g
e 33815497 33815499 321.96500000000003
f 7.4668368 51.4345086 7.4663029 51.4343874 7.4655233 51.4342119 7.4654345 51.4341923 7.4652565 51.4341562 7.4646051 51.4340311 7.4640546 51.4339225 7.4638689 51.4339028 7.4636812 51.4339021 7.4633257 51.4339251 7.4631465 51.4339248 7.4629834 51.433909 7.4625469 51.4338225
g
e 33815497 276003431 903.459
f 7.4668368 51.4345086 7.4673878 51.434649 7.4679166 51.4347691 7.4685194 51.4349038 7.4692072 51.435075 7.4698395 51.4352636 7.4698985 51.4352823 7.4705942 51.435503 7.4714137 51.4357825 7.4724849 51.4362544 7.4736079 51.4366416 7.4747593 51.4371189 7.475986 51.4377985 7.4764423 51.4382442 7.4766556 51.4384742 7.4769847 51.4386042
g gravel path
e 33815497 33815502 497.966
f 7.4668368 51.4345086 7.4667578 51.4348219 7.4667071 51.4348855 7.4663855 51.4351247 7.4663501 51.4351528 7.4661662 51.4353088 7.4659663 51.4354587 7.4656307 51.4356896 7.4652626 51.4359246 7.4648927 51.4361459 7.4641677 51.4366065 7.464099 51.4366333 7.4640501 51.4366509 7.464016 51.4366583 7.4639459 51.4366665 7.4639332 51.4366518 7.4639215 51.436643 7.4639027 51.4366372 7.4636253 51.4366084 7.4633081 51.4365838 7.4632226 51.4365718 7.4631412 51.436556 7.4629696 51.4365195 7.4625664 51.4364338 7.4623087 51.436405 7.4621133 51.4363982 7.4618795 51.4363809
g compacted path
e 33815497 1719057614 1133.4929999999997
f 7.4668368 51.4345086 7.4670522 51.434664 7.4671054 51.434711 7.4674003 51.4349781 7.4678232 51.4353553 7.4681776 51.4356518 7.468656 51.4359514 7.469008 51.4361688 7.4694707 51.4364634 7.4696791 51.4366057 7.4698209 51.4367694 7.4699881 51.4370091 7.4701159 51.4371907 7.4702874 51.437437 7.4704088 51.4376281 7.4704834 51.4378013 7.4705349 51.4379974 7.4705252 51.4381667 7.4704973 51.4382992 7.4704262 51.4384227 7.4703253 51.4385336 7.4702342 51.4386133 7.4700864 51.438771 7.4700292 51.4388836 7.4699989 51.4390028 7.4699893 51.4391098 7.4700279 51.4392665 7.4700916 51.4394008 7.4703234 51.4398156 7.4705821 51.4402008 7.4707611 51.4403895 7.4709185 51.4405322 7.4712708 51.4408098 7.4715699 51.4410362 7.4718232 51.4412277 7.4719948 51.4413725 7.4721103 51.44147 7.4724455 51.4417237 7.4729186 51.4420914 7.4732039 51.44231 7.473423 51.4424825 7.4735883 51.4426127 7.4738805 51.4428749
g compacted track track
e 33815497 672996963 309.812
f 7.4668368 51.4345086 7.467012 51.4338275 7.4671047 51.4334525 7.4672677 51.4327969 7.4673919 51.4324647 7.4674028 51.4324356 7.4674945 51.4321913 7.4675091 51.432008 7.4675086 51.4318197
g
e 33815499 1201886342 1196.221
f 7.4623768 51.4338097 7.4622817 51.4337695 7.4621621 51.4337416 7.4620206 51.4337345 7.4618346 51.4337493 7.460955 51.4340457 7.4601821 51.4340478 7.4593041 51.4336813 7.4583883 51.4330679 7.4582208 51.4330621 7.4580239 51.433096 7.4576643 51.4331974 7.4575237 51.4332244 7.4573475 51.4332318 7.4570137 51.4332133 7.4563138 51.4331351 7.4562255 51.4331912 7.4561298 51.4332519 7.4558686 51.4334177 7.4557319 51.4334851 7.4555575 51.4335414 7.4553536 51.4335585 7.4551534 51.4335505 7.4543206 51.4334652 7.4541972 51.4334413 7.4541112 51.4334079 7.4540175 51.4333824 7.4539069 51.4333412 7.453681 51.4332166 7.4533509 51.4330264 7.4529956 51.4328384 7.4525454 51.4326002 7.4524165 51.4324218 7.4524049 51.4324057 7.4522369 51.4321742 7.4521192 51.4321075 7.4511079 51.431534 7.450814 51.4314753 7.4506255 51.4318182 7.4505243 51.431953 7.4503768 51.4321137 7.4501998 51.4322901 7.4499524 51.4324739 7.4495727 51.43271 7.4495542 51.4327587 7.449572 51.4327977 7.4496033 51.4328363 7.4495994 51.4328985 7.4493745 51.4327393 7.4492619 51.432701
g unpaved path
e 33815499 33815502 293.134
f 7.4623768 51.4338097 7.462188 51.4340752 7.4619298 51.4345276 7.4613464 51.435523 7.4612927 51.4356303 7.46126 51.4357507 7.4612869 51.4358694
g
e 33815502 33815513 1058.1149999999998
f 7.4614772 51.436305 7.4612437 51.4362418 7.4608556 51.4361496 7.4605927 51.4361068 7.4598063 51.4360001 7.4592362 51.4359471 7.4588457 51.4359164 7.4581717 51.4358776 7.4580499 51.4358862 7.4579794 51.4358965 7.4568151 51.4361284 7.456504 51.4361717 7.4561056 51.4362432 7.4557631 51.4362838 7.4553199 51.4362997 7.4546857 51.4362805 7.4535751 51.4361908 7.4526535 51.4361138 7.4524467 51.4360551 7.4523066 51.4359934 7.4517456 51.4356935 7.4515184 51.4356097 7.4507597 51.4354276 7.4505904 51.4354098 7.4504662 51.4354115 7.4503908 51.4354099 7.4502458 51.4354202 7.4498971 51.4354289 7.4495505 51.4353938 7.4491319 51.4353439 7.4489871 51.4353267 7.4484257 51.4352246 7.4481313 51.4351682 7.4477283 51.4350227 7.4474248 51.4349421 7.4471601 51.4349187
g
e 33815513 477550801 982.8590000000002
f 7.4468795 51.4349011 7.447015 51.4351494 7.4470859 51.4352526 7.4471941 51.4353909 7.4472527 51.4354589 7.447341 51.4355531 7.4473918 51.4356007 7.4476109 51.4358058 7.448067 51.4362128 7.4489256 51.4369834 7.448455 51.437143 7.4478984 51.4373364 7.4471123 51.4373714 7.4463535 51.437273 7.4459737 51.4372288 7.4454325 51.4371177 7.4448145 51.4369419 7.4447631 51.4367417 7.4447717 51.4366353 7.4448938 51.4364756 7.4449414 51.4363425 7.4448756 51.4362727 7.4447736 51.4362242 7.4446226 51.4361927 7.444362 51.4361333 7.44413 51.4360125 7.4440167 51.4359849 7.4438444 51.4359913 7.443752 51.4359571 7.4435237 51.4358542 7.4433671 51.4358025 7.4430591 51.4357663 7.4429088 51.4357421 7.4427729 51.4356988 7.4425197 51.4355401 7.442409 51.4354262 7.4423053 51.4353486 7.442125 51.4352878 7.4420201 51.4352566 7.4418478 51.4352406 7.4418108 51.4352449 7.4417033 51.435265 7.4415695 51.4353723 7.44147 51.4354974 7.4413851 51.4356236
g track path track secondary
e 33815513 1201886342 339.317
f 7.4468795 51.4349011 7.4468308 51.4346748 7.446825 51.4346477 7.446773 51.4344065 7.4467713 51.4343745 7.4468906 51.4343515 7.4469628 51.4343105 7.4470474 51.434128 7.447056 51.4340801 7.447068 51.4340136 7.4488818 51.4333902 7.4490097 51.4332739 7.4489811 51.4330169 7.4490137 51.4328146 7.449071 51.432712 7.4490906 51.4326807
g paved path secondary
e 33815513 258823626 1579.1209999999999
f 7.4468795 51.4349011 7.4466004 51.4348008 7.4462034 51.4346332 7.4457077 51.4344638 7.4454136 51.4343638 7.4452414 51.4342729 7.4451463 51.4341954 7.4444766 51.4336881 7.4441042 51.4334449 7.4434872 51.4330435 7.4428033 51.4325035 7.4423221 51.4321767 7.4418549 51.4319437 7.4417638 51.4319023 7.4412798 51.4316989 7.4406549 51.4314251 7.4391221 51.4307791 7.4390366 51.4307615 7.4388683 51.4307268 7.438577 51.4306915 7.4383795 51.4306905 7.4381437 51.4307089 7.4380959 51.4307126 7.4377332 51.4307569 7.4374226 51.4307928 7.4368889 51.4308601 7.4367386 51.4308996 7.4364983 51.4309412 7.4357735 51.4310839 7.4350978 51.4312132 7.4344452 51.4313357 7.4343819 51.4313439 7.4343214 51.4313493 7.4342604 51.4313508 7.4341965 51.4313486 7.4341267 51.4313432 7.4340488 51.4313334 7.4334253 51.4312005 7.4333564 51.4311922 7.4332915 51.4311912 7.4332477 51.4311943 7.4332115 51.4312016 7.4331774 51.4312128 7.4331448 51.4312297 7.432922 51.4315463 7.4328919 51.4315742 7.432849 51.431603 7.4327909 51.4316253 7.4327279 51.4316379 7.4326624 51.4316412 7.4324201 51.4316247 7.4321933 51.4316089 7.4320713 51.4315997 7.4315921 51.4315635 7.4315188 51.4315731 7.4314508 51.4316048 7.4313927 51.4316636 7.4309938 51.4322838 7.4308915 51.4324482 7.4308609 51.4325116 7.4308458 51.4325677 7.4308421 51.4326099 7.4308475 51.4326455 7.4308569 51.4326759 7.4308954 51.4327521 7.4309991 51.4328936 7.4310906 51.4330444 7.4311359 51.4331421 7.4311649 51.4332062 7.4311862 51.4332735 7.4311851 51.4333299 7.4311723 51.4333831 7.4311536 51.4334292 7.4311253 51.4334788 7.4310104 51.433633 7.4307549 51.4339927
g
e 33953438 265093911 689.4770000000001
f 7.24887 51.3119866 7.2489031 51.3118034 7.2489518 51.3115347 7.2489708 51.3114458 7.2489791 51.3114138 7.2490442 51.3112318 7.2491129 51.3110684 7.2491543 51.3109832 7.2491974 51.3108994 7.2492603 51.3107911 7.2495354 51.310382 7.2495963 51.3102977 7.2496782 51.3101968 7.2497697 51.3100993 7.2496901 51.3100614 7.2492176 51.3097614 7.2491754 51.3096887 7.2491817 51.3095735 7.2493324 51.3086333 7.2494223 51.3080643 7.2494856 51.3077249 7.2495044 51.3076348 7.2495833 51.3072451 7.2496726 51.3069669 7.2496906 51.3067699 7.249697 51.306675
g secondary
e 33953438 1964401872 87.467
f 7.24887 51.3119866 7.2488585 51.3121055 7.2488372 51.3122011 7.2488351 51.3122288 7.248875 51.3122479 7.2489077 51.3122718 7.2489319 51.3122993 7.2489511 51.312329 7.2489581 51.3123611 7.248958 51.3123969 7.2489432 51.3124555 7.2489547 51.3125692
g secondary
e 33997095 434295747 87.84
f 7.4383179 51.3506078 7.4385337 51.35054 7.4386987 51.3505066 7.4388764 51.3504681 7.4390439 51.3504324 7.439297 51.3504095 7.4393814 51.3504158
g
e 33997095 715577419 397.00699999999995
f 7.4383179 51.3506078 7.4380942 51.3506256 7.4380042 51.3506329 7.4377465 51.3506404 7.4376739 51.35064 7.4375528 51.3506367 7.4374465 51.3506327 7.4367878 51.3505803 7.4365006 51.3505467 7.4363605 51.3506891 7.436303 51.3507693 7.4360596 51.3509885 7.4359224 51.3510346 7.4358055 51.3510859 7.4357892 51.3511264 7.4357743 51.3511561 7.4357582 51.3512017 7.4357453 51.3512382 7.435733 51.3512669 7.4358256 51.3512885 7.4357897 51.3517607 7.4357481 51.3523081 7.4356658 51.352428 7.4356808 51.3526491
g path
e 34033910 35138985 235.84000000000003
f 7.4343903 51.397185 7.4346558 51.3971229 7.434609 51.3970369 7.4345697 51.3969715 7.4345446 51.3969449 7.434413 51.3967275 7.4343984 51.3966601 7.4343443 51.3966371 7.4342648 51.3965632 7.4341825 51.3964495 7.4340447 51.3962471 7.4338994 51.3961134 7.4337016 51.3959559 7.4336268 51.3958341 7.4336085 51.3957546 7.4336206 51.3956739 7.4336622 51.3955929 7.4335367 51.3955622 7.4334316 51.3955562 7.4333754 51.3955399
g footway
e 34078248 4380921366 302.216
f 7.4290414 51.3962249 7.4290197 51.3962413 7.4290065 51.396259 7.4289693 51.3963962 7.4289537 51.3964079 7.4289211 51.3964161 7.4287478 51.3964545 7.4286563 51.3964719 7.4286198 51.3964747 7.4285826 51.3964721 7.4283649 51.3964218 7.4282544 51.3964302 7.4281504 51.3964443 7.4280365 51.3964662 7.4278963 51.3965015 7.42726 51.396682 7.4271487 51.3967637 7.4270488 51.3968206 7.426967 51.3968595 7.4268693 51.3968902 7.4267699 51.396933 7.4258967 51.3973089 7.4258009 51.3973457 7.4255309 51.3974504
g cycleway footway
e 34078248 34078252 90.77000000000001
f 7.4290414 51.3962249 7.4295446 51.3961086 7.4297294 51.3960651
g paved path
e 34078248 4296802371 682.8030000000001
f 7.4290414 51.3962249 7.4287585 51.3962848 7.4285728 51.3963332 7.4283538 51.396395 7.4282065 51.3964105 7.4281368 51.3964215 7.4280229 51.3964394 7.4278968 51.3964689 7.4273359 51.3966295 7.4272743 51.3966479 7.4268569 51.3968023 7.4266958 51.3968648 7.426424 51.3969806 7.4258322 51.3972825 7.4257907 51.3973015 7.4254241 51.3974191 7.4253878 51.3974334 7.4252157 51.3975012 7.4250009 51.3976099 7.4247391 51.3977778 7.4244799 51.3979446 7.4243218 51.3980379 7.4242156 51.3980783 7.4241625 51.3980958 7.4241248 51.398121 7.4240939 51.3981747 7.4238139 51.3983818 7.4234342 51.3986165 7.4232883 51.3987232 7.4231788 51.3987872 7.4230877 51.3988549 7.4228722 51.3990404 7.4225961 51.3992983 7.4225324 51.3993705 7.422464 51.39948 7.4224601 51.3995185 7.4224686 51.3995846 7.4224725 51.3996238 7.4224961 51.3996849 7.4226076 51.3998015 7.4227719 51.3999634 7.4229885 51.4001159
g paved gravel footway
e 34078252 1592844349 133.417
f 7.4302583 51.3959256 7.4309389 51.3957725 7.4311431 51.3957528 7.431232 51.3957442 7.4315387 51.3957124 7.4316687 51.395691 7.4318178 51.3956714
g paved path
e 34078257 35138986 73.154
f 7.433093 51.3952728 7.4332976 51.395358 7.4333663 51.3953782 7.4334163 51.3953786
